Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of ruffle assembly (GO:1900028)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	ABI3
GO_Biological_Process_2021	cellular response to prostaglandin E stimulus (GO:0071380)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	PTGER4
GO_Biological_Process_2021	lipoxin biosynthetic process (GO:2001301)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	ALOX5AP
GO_Biological_Process_2021	marginal zone B cell differentiation (GO:0002315)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	MFNG
GO_Biological_Process_2021	T-helper 17 cell differentiation (GO:0072539)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	LY9
GO_Biological_Process_2021	regulation of actin filament-based process (GO:0032970)	2/73	2.563451e-02	1.002596e-01	0	0	8.476739e+00	3.105721e+01	RHOH;CORO1A
GO_Biological_Process_2021	response to molecule of bacterial origin (GO:0002237)	2/73	2.563451e-02	1.002596e-01	0	0	8.476739e+00	3.105721e+01	TNFAIP3;LGALS9
GO_Biological_Process_2021	regulation of hydrolase activity (GO:0051336)	2/73	2.563451e-02	1.002596e-01	0	0	8.476739e+00	3.105721e+01	FGD3;ARHGAP15
GO_Biological_Process_2021	regulation of cytokine-mediated signaling pathway (GO:0001959)	2/74	2.628962e-02	1.002596e-01	0	0	8.358586e+00	3.041339e+01	TNFAIP3;PTPN6
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	5/496	2.672008e-02	1.002596e-01	0	0	3.142437e+00	1.138297e+01	ABI3;LCK;GMFG;PTPN6;HCST
GO_Biological_Process_2021	positive regulation of adaptive immune response (GO:0002821)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	SASH3
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LGALS9
GO_Biological_Process_2021	regulation of stem cell division (GO:2000035)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	EVI2B
GO_Biological_Process_2021	fusion of virus membrane with host plasma membrane (GO:0019064)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	CXCR4
GO_Biological_Process_2021	regulation of toll-like receptor 3 signaling pathway (GO:0034139)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	TNFAIP3
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LGALS9
GO_Biological_Process_2021	positive regulation of dendritic cell chemotaxis (GO:2000510)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LGALS9
GO_Biological_Process_2021	regulation of vascular wound healing (GO:0061043)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	TNFAIP3
GO_Biological_Process_2021	negative regulation of lipid kinase activity (GO:0090219)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	PIK3IP1
GO_Biological_Process_2021	positive regulation of isomerase activity (GO:0010912)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	ITGB2
GO_Biological_Process_2021	positive regulation of leukocyte differentiation (GO:1902107)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LGALS9
GO_Biological_Process_2021	immunological synapse formation (GO:0001771)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	CORO1A
GO_Biological_Process_2021	regulation of dendritic cell chemotaxis (GO:2000508)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LGALS9
GO_Biological_Process_2021	integrin activation (GO:0033622)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	FERMT3
GO_Biological_Process_2021	interleukin-21-mediated signaling pathway (GO:0038114)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	IL2RG
GO_Biological_Process_2021	positive regulation of monocyte chemotactic protein-1 production (GO:0071639)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LGALS9
GO_Biological_Process_2021	cellular response to interleukin-21 (GO:0098757)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	IL2RG
GO_Biological_Process_2021	positive regulation of oligodendrocyte differentiation (GO:0048714)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	CXCR4
GO_Biological_Process_2021	T-helper cell lineage commitment (GO:0002295)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	LY9
GO_Biological_Process_2021	membrane fusion involved in viral entry into host cell (GO:0039663)	1/8	2.688298e-02	1.002596e-01	0	0	4.248401e+01	1.536333e+02	CXCR4
GO_Biological_Process_2021	integrin-mediated signaling pathway (GO:0007229)	2/75	2.695150e-02	1.002596e-01	0	0	8.243670e+00	2.979028e+01	ITGB2;FERMT3
GO_Biological_Process_2021	negative regulation of intracellular signal transduction (GO:1902532)	3/198	2.993982e-02	1.068238e-01	0	0	4.671479e+00	1.639019e+01	PIK3IP1;RHOH;TNFAIP3
GO_Biological_Process_2021	negative regulation of bone resorption (GO:0045779)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	TNFAIP3
GO_Biological_Process_2021	negative regulation of glycoprotein biosynthetic process (GO:0010561)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	ITM2A
GO_Biological_Process_2021	negative regulation of leukocyte degranulation (GO:0043301)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	LGALS9
GO_Biological_Process_2021	negative regulation of leukocyte proliferation (GO:0070664)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	TNFAIP3
GO_Biological_Process_2021	positive regulation of membrane potential (GO:0045838)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	GLRX
GO_Biological_Process_2021	interleukin-9-mediated signaling pathway (GO:0038113)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	IL2RG
GO_Biological_Process_2021	cellular response to interleukin-9 (GO:0071355)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	IL2RG
GO_Biological_Process_2021	T-helper 1 type immune response (GO:0042088)	1/9	3.019289e-02	1.068238e-01	0	0	3.717164e+01	1.301063e+02	HLA-DRB1
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	2/80	3.036071e-02	1.068369e-01	0	0	7.713287e+00	2.695490e+01	LGALS9;HLA-DPA1
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	2/83	3.248424e-02	1.079362e-01	0	0	7.426487e+00	2.545057e+01	TNFAIP3;LGALS9
GO_Biological_Process_2021	lymphocyte differentiation (GO:0030098)	2/84	3.320477e-02	1.079362e-01	0	0	7.335551e+00	2.497800e+01	LCK;RHOH
GO_Biological_Process_2021	B cell homeostasis (GO:0001782)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	TNFAIP3
GO_Biological_Process_2021	granulocyte migration (GO:0097530)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	ITGB2
GO_Biological_Process_2021	regulation of cell-cell adhesion mediated by integrin (GO:0033632)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	FERMT3
GO_Biological_Process_2021	negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	PIK3IP1
GO_Biological_Process_2021	positive regulation of monocyte differentiation (GO:0045657)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	HLA-DRB1
GO_Biological_Process_2021	positive regulation of myoblast fusion (GO:1901741)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	CD53
GO_Biological_Process_2021	negative regulation of toll-like receptor 4 signaling pathway (GO:0034144)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	TNFAIP3
GO_Biological_Process_2021	cellular response to prostaglandin stimulus (GO:0071379)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	PTGER4
GO_Biological_Process_2021	lipid phosphorylation (GO:0046834)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	DGKA
GO_Biological_Process_2021	positive regulation of T cell apoptotic process (GO:0070234)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	LGALS9
GO_Biological_Process_2021	defense response to tumor cell (GO:0002357)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	ABI3
GO_Biological_Process_2021	regulation of neutrophil migration (GO:1902622)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	RHOH
GO_Biological_Process_2021	myelin maintenance (GO:0043217)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	CXCR4
GO_Biological_Process_2021	protein K11-linked deubiquitination (GO:0035871)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	TNFAIP3
GO_Biological_Process_2021	negative regulation of alpha-beta T cell proliferation (GO:0046642)	1/10	3.349171e-02	1.079362e-01	0	0	3.303980e+01	1.122183e+02	LGALS9
GO_Biological_Process_2021	negative regulation of defense response (GO:0031348)	2/85	3.393157e-02	1.083413e-01	0	0	7.246805e+00	2.451891e+01	PTGER4;TNFAIP3
GO_Biological_Process_2021	negative regulation of inflammatory response (GO:0050728)	3/212	3.558468e-02	1.083413e-01	0	0	4.355466e+00	1.452914e+01	PTGER4;TNFAIP3;HLA-DRB1
GO_Biological_Process_2021	negative regulation of bone remodeling (GO:0046851)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	TNFAIP3
GO_Biological_Process_2021	regulation of toll-like receptor 2 signaling pathway (GO:0034135)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	TNFAIP3
GO_Biological_Process_2021	regulation of amyloid precursor protein biosynthetic process (GO:0042984)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	ITM2A
GO_Biological_Process_2021	glycerolipid metabolic process (GO:0046486)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	DGKA
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	positive regulation of interleukin-13 production (GO:0032736)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	response to prostaglandin E (GO:0034695)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	PTGER4
GO_Biological_Process_2021	negative regulation of natural killer cell mediated immunity (GO:0002716)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	positive regulation of leukocyte apoptotic process (GO:2000108)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	regulation of dendritic cell apoptotic process (GO:2000668)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	interleukin-2-mediated signaling pathway (GO:0038110)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	IL2RG
GO_Biological_Process_2021	cellular response to interleukin-2 (GO:0071352)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	IL2RG
GO_Biological_Process_2021	T cell chemotaxis (GO:0010818)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	GPR183
GO_Biological_Process_2021	regulation of monocyte chemotactic protein-1 production (GO:0071637)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	positive regulation of transforming growth factor beta production (GO:0071636)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	negative regulation of activated T cell proliferation (GO:0046007)	1/11	3.677947e-02	1.083413e-01	0	0	2.973433e+01	9.820700e+01	LGALS9
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	2/91	3.842118e-02	1.119167e-01	0	0	6.756214e+00	2.201949e+01	ITGB2;LGALS9
GO_Biological_Process_2021	T cell activation (GO:0042110)	2/92	3.919046e-02	1.119167e-01	0	0	6.680808e+00	2.164129e+01	LCK;RHOH
GO_Biological_Process_2021	positive regulation of peptidyl-serine phosphorylation (GO:0033138)	2/93	3.996562e-02	1.119167e-01	0	0	6.607060e+00	2.127299e+01	SH2D3C;HCLS1
GO_Biological_Process_2021	positive regulation of cellular senescence (GO:2000774)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	ABI3
GO_Biological_Process_2021	regulation of actin nucleation (GO:0051125)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	CORO1A
GO_Biological_Process_2021	negative regulation of leukocyte apoptotic process (GO:2000107)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	HCLS1
GO_Biological_Process_2021	regulation of dendritic cell differentiation (GO:2001198)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	LGALS9
GO_Biological_Process_2021	positive regulation of myeloid leukocyte mediated immunity (GO:0002888)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	ITGB2
GO_Biological_Process_2021	regulation of leukocyte cell-cell adhesion (GO:1903037)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	LCK
GO_Biological_Process_2021	positive regulation of sodium ion transmembrane transport (GO:1902307)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	GLRX
GO_Biological_Process_2021	regulation of myoblast fusion (GO:1901739)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	CD53
GO_Biological_Process_2021	phagolysosome assembly (GO:0001845)	1/12	4.005622e-02	1.119167e-01	0	0	2.702985e+01	8.696777e+01	CORO1A
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	2/94	4.074660e-02	1.133591e-01	0	0	6.534914e+00	2.091423e+01	SELPLG;LCK
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	2/97	4.312405e-02	1.146447e-01	0	0	6.327592e+00	1.989189e+01	UCP2;CXCR4
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	LGALS9
GO_Biological_Process_2021	purine ribonucleoside triphosphate metabolic process (GO:0009205)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	GIMAP7
GO_Biological_Process_2021	positive regulation of cell aging (GO:0090343)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	ABI3
GO_Biological_Process_2021	regulation of actomyosin structure organization (GO:0110020)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	PTGER4
GO_Biological_Process_2021	response to interleukin-6 (GO:0070741)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	SELPLG
GO_Biological_Process_2021	interleukin-15-mediated signaling pathway (GO:0035723)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	IL2RG
GO_Biological_Process_2021	cellular response to interleukin-15 (GO:0071350)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	IL2RG
GO_Biological_Process_2021	regulation of interleukin-5 production (GO:0032674)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	LGALS9
GO_Biological_Process_2021	regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	ITGB2
GO_Biological_Process_2021	plasma membrane tubulation (GO:0097320)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	BIN2
GO_Biological_Process_2021	entry into host (GO:0044409)	1/13	4.332198e-02	1.146447e-01	0	0	2.477612e+01	7.777460e+01	CXCR4
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	2/98	4.392787e-02	1.157775e-01	0	0	6.261364e+00	1.956805e+01	SH2D3C;HCLS1
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	2/100	4.555225e-02	1.184433e-01	0	0	6.132962e+00	1.894408e+01	ITGB2;FERMT3
GO_Biological_Process_2021	positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	HLA-DRB1
GO_Biological_Process_2021	positive regulation of leukocyte degranulation (GO:0043302)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	ITGB2
GO_Biological_Process_2021	cellular response to low-density lipoprotein particle stimulus (GO:0071404)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	ITGB2
GO_Biological_Process_2021	positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	GLRX
GO_Biological_Process_2021	positive regulation of superoxide anion generation (GO:0032930)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	ITGB2
GO_Biological_Process_2021	positive regulation of T cell receptor signaling pathway (GO:0050862)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	LCK
GO_Biological_Process_2021	positive regulation of transmembrane transport (GO:0034764)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	ACSL5
GO_Biological_Process_2021	detection of bacterium (GO:0016045)	1/14	4.657679e-02	1.184433e-01	0	0	2.286912e+01	7.013164e+01	HLA-DRB1
GO_Biological_Process_2021	phosphorylation (GO:0016310)	4/400	4.723454e-02	1.196486e-01	0	0	3.083333e+00	9.412275e+00	LCK;DGKA;GMFG;HCST
GO_Biological_Process_2021	protein trimerization (GO:0070206)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	ALOX5AP
GO_Biological_Process_2021	regulation of superoxide anion generation (GO:0032928)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	ITGB2
GO_Biological_Process_2021	GTP metabolic process (GO:0046039)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	GIMAP7
GO_Biological_Process_2021	negative regulation of leukocyte mediated cytotoxicity (GO:0001911)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	LGALS9
GO_Biological_Process_2021	positive regulation of heterotypic cell-cell adhesion (GO:0034116)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	LCK
GO_Biological_Process_2021	icosanoid biosynthetic process (GO:0046456)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	ALOX5AP
GO_Biological_Process_2021	lipoxygenase pathway (GO:0019372)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	ALOX5AP
GO_Biological_Process_2021	regulation of integrin activation (GO:0033623)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	PTGER4
GO_Biological_Process_2021	macrophage differentiation (GO:0030225)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	HLA-DRB1
GO_Biological_Process_2021	regulation of lymphocyte activation (GO:0051249)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	LCK
GO_Biological_Process_2021	protein homotrimerization (GO:0070207)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	ALOX5AP
GO_Biological_Process_2021	engulfment of apoptotic cell (GO:0043652)	1/15	4.982069e-02	1.205698e-01	0	0	2.123454e+01	6.368929e+01	RHOH
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	3/246	5.140268e-02	1.224751e-01	0	0	3.739601e+00	1.109938e+01	HCLS1;LGALS9;TRIM22
GO_Biological_Process_2021	positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	LGALS9
GO_Biological_Process_2021	filopodium assembly (GO:0046847)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	FGD3
GO_Biological_Process_2021	B cell activation involved in immune response (GO:0002312)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	GPR183
GO_Biological_Process_2021	negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	LGALS9
GO_Biological_Process_2021	positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	ITGB2
GO_Biological_Process_2021	regulation of defense response to virus (GO:0050688)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	TNFAIP3
GO_Biological_Process_2021	regulation of interleukin-13 production (GO:0032656)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	LGALS9
GO_Biological_Process_2021	regulation of leukocyte activation (GO:0002694)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	LCK
GO_Biological_Process_2021	regulation of mast cell degranulation (GO:0043304)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	LGALS9
GO_Biological_Process_2021	positive regulation of syncytium formation by plasma membrane fusion (GO:0060143)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	CD53
GO_Biological_Process_2021	regulation of monocyte differentiation (GO:0045655)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	HLA-DRB1
GO_Biological_Process_2021	motor neuron axon guidance (GO:0008045)	1/16	5.305372e-02	1.224751e-01	0	0	1.981791e+01	5.819431e+01	RHOH
GO_Biological_Process_2021	regulation of cytoskeleton organization (GO:0051493)	2/112	5.574811e-02	1.280966e-01	0	0	5.460606e+00	1.576429e+01	RHOH;CORO1A
GO_Biological_Process_2021	negative regulation of chemokine production (GO:0032682)	1/17	5.627591e-02	1.280966e-01	0	0	1.857836e+01	5.345902e+01	LGALS9
GO_Biological_Process_2021	regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	1/17	5.627591e-02	1.280966e-01	0	0	1.857836e+01	5.345902e+01	GMFG
GO_Biological_Process_2021	regulation of leukocyte migration (GO:0002685)	1/17	5.627591e-02	1.280966e-01	0	0	1.857836e+01	5.345902e+01	RHOH
GO_Biological_Process_2021	positive regulation of metabolic process (GO:0009893)	2/113	5.663111e-02	1.284559e-01	0	0	5.411138e+00	1.553644e+01	UCP2;CXCR4
GO_Biological_Process_2021	regulation of transforming growth factor beta production (GO:0071634)	1/18	5.948729e-02	1.321714e-01	0	0	1.748464e+01	4.934151e+01	LGALS9
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	1/18	5.948729e-02	1.321714e-01	0	0	1.748464e+01	4.934151e+01	CXCR4
GO_Biological_Process_2021	positive regulation of interleukin-4 production (GO:0032753)	1/18	5.948729e-02	1.321714e-01	0	0	1.748464e+01	4.934151e+01	LGALS9
GO_Biological_Process_2021	long-chain fatty-acyl-CoA biosynthetic process (GO:0035338)	1/18	5.948729e-02	1.321714e-01	0	0	1.748464e+01	4.934151e+01	ACSL5
GO_Biological_Process_2021	T cell migration (GO:0072678)	1/18	5.948729e-02	1.321714e-01	0	0	1.748464e+01	4.934151e+01	GPR183
GO_Biological_Process_2021	positive chemotaxis (GO:0050918)	1/18	5.948729e-02	1.321714e-01	0	0	1.748464e+01	4.934151e+01	CORO1A
GO_Biological_Process_2021	negative regulation of response to external stimulus (GO:0032102)	2/118	6.111917e-02	1.346859e-01	0	0	5.176594e+00	1.446822e+01	PTGER4;TNFAIP3
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	4/437	6.147738e-02	1.346859e-01	0	0	2.814521e+00	7.849940e+00	FGD3;TAGAP;RHOH;ARHGAP15
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	2/119	6.203110e-02	1.346859e-01	0	0	5.132090e+00	1.426782e+01	LCK;LGALS9
GO_Biological_Process_2021	Rac protein signal transduction (GO:0016601)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	RHOH
GO_Biological_Process_2021	interleukin-7-mediated signaling pathway (GO:0038111)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	IL2RG
GO_Biological_Process_2021	cellular response to interleukin-7 (GO:0098761)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	IL2RG
GO_Biological_Process_2021	negative regulation of T cell receptor signaling pathway (GO:0050860)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	PVRIG
GO_Biological_Process_2021	leukotriene biosynthetic process (GO:0019370)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	ALOX5AP
GO_Biological_Process_2021	regulation of oligodendrocyte differentiation (GO:0048713)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	CXCR4
GO_Biological_Process_2021	positive regulation of actin cytoskeleton reorganization (GO:2000251)	1/19	6.268791e-02	1.346859e-01	0	0	1.651244e+01	4.573263e+01	HCLS1
GO_Biological_Process_2021	regulation of anatomical structure morphogenesis (GO:0022603)	2/123	6.572515e-02	1.392417e-01	0	0	4.961433e+00	1.350638e+01	ABI3;TNFAIP3
GO_Biological_Process_2021	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	1/20	6.587779e-02	1.392417e-01	0	0	1.564258e+01	4.254709e+01	HLA-DRB1
GO_Biological_Process_2021	positive regulation of lymphocyte differentiation (GO:0045621)	1/20	6.587779e-02	1.392417e-01	0	0	1.564258e+01	4.254709e+01	RHOH
GO_Biological_Process_2021	modulation by symbiont of entry into host (GO:0052372)	1/20	6.587779e-02	1.392417e-01	0	0	1.564258e+01	4.254709e+01	TRIM22
GO_Biological_Process_2021	myeloid cell development (GO:0061515)	1/20	6.587779e-02	1.392417e-01	0	0	1.564258e+01	4.254709e+01	EVI2B
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	3/274	6.658100e-02	1.399861e-01	0	0	3.348453e+00	9.072084e+00	GPR183;LGALS9;HLA-DRB1
GO_Biological_Process_2021	fatty acid metabolic process (GO:0006631)	2/124	6.666005e-02	1.399861e-01	0	0	4.920517e+00	1.332549e+01	ALOX5AP;ACSL5
