gene	logFC_malignant_minus_immune	tstat	pvalue	padj	n_malignant_clusters	n_immune_clusters
GLIPR2	-0.4081352577899216	-2.260335875830008	0.042996028083477314	0.17585287559704424	4	12
APOC1	0.9831203163607376	2.903689019778662	0.043086913841262224	0.17586495445413153	4	12
NTN5	-0.03645355107547892	-2.237020524974587	0.043457023164641014	0.17674251863980542	4	12
CD72	-0.40703502858173096	-2.2762593072825785	0.04347865958539213	0.17674251863980542	4	12
HSD17B2	-0.07814805044737919	-2.251424103890779	0.04387493072041538	0.17799160535665468	4	12
SNORD35A	-0.05961313321756969	-2.2167888494428127	0.04433783364683704	0.17950539937990706	4	12
TRABD2A	-0.20353318854950325	-2.2050491018975737	0.04526386142472972	0.1799030116334348	4	12
IL23A	-0.07825140584285861	-2.210030224940062	0.044703874453404534	0.1799030116334348	4	12
LAT2	-0.4115433780117347	-2.2558121927269674	0.04495236119099896	0.1799030116334348	4	12
KLRK1	-0.46086645337649257	-2.2626551167996767	0.04482982783947938	0.1799030116334348	4	12
C12orf42	-0.18031263681066842	-2.2554205871881985	0.04533555893162557	0.1799030116334348	4	12
LST1	-0.5799135990484199	-2.2599717157671813	0.045076109097707415	0.1799030116334348	4	12
XCL1	-0.21875764361543046	-2.2628588598286847	0.04479286876946226	0.1799030116334348	4	12
LOC100507424	-0.12645652055731998	-2.541508816631826	0.04522499645934453	0.1799030116334348	4	12
SLC45A2	2.072285901970261	3.331162303771274	0.04461542810517994	0.1799030116334348	4	12
BAIAP3	-0.07005426357284192	-2.2257597376604705	0.04505462492438017	0.1799030116334348	4	12
KRT1	-0.055941482469825214	-2.2330209675778616	0.04588745181697333	0.1815050342425239	4	12
NPC2	0.6473260655892891	2.4050634908949964	0.04592077366335855	0.1815050342425239	4	12
CISH	-0.2299102970728606	-2.2938941240448276	0.046068892220863925	0.18173133025981825	4	12
TNFAIP8L2	-0.2156500712361611	-2.195558432114219	0.046483750120978266	0.1830068902400719	4	12
STYK1	-0.10067940652008914	-2.193779124796801	0.04664352082782253	0.18327513095411602	4	12
C12orf45	0.3244642882569328	2.504490421315407	0.04702378796993899	0.18440701164681955	4	12
IL9R	-0.1780984829022669	-2.22062843267941	0.04755491770996799	0.1854726040114714	4	12
MIR650	-0.12483621026649686	-2.214362940767364	0.047653165295543636	0.1854726040114714	4	12
MIR25	-0.015668231217217426	-2.2283184747217146	0.04766645923094815	0.1854726040114714	4	12
LOC79015	-0.10369502263787478	-2.1721055765100616	0.04761642340023617	0.1854726040114714	4	12
SNORA15	-0.04598208325308803	-2.2467926190172096	0.04817923023048766	0.1871038067203404	4	12
IL17C	-0.01329334182302951	-2.218620011861709	0.04848227658156905	0.18719025707169515	4	12
SNORD31	-0.07603624405831101	-2.164663116336524	0.04839166185554946	0.18719025707169515	4	12
LOC730441	-0.04342756777539809	-2.1981187158343958	0.04829967033634677	0.18719025707169515	4	12
VGLL2	-0.01908506502242377	-2.2155381746852765	0.04874429847330255	0.18761642641861573	4	12
PPP1R2P9	-0.05261395780760961	-2.2151163128194313	0.04878027086884009	0.18761642641861573	4	12
HAPLN3	-0.3799041164515078	-2.289891723879591	0.04914628254735487	0.18866135334877107	4	12
LOC100289187	0.08409641700463824	2.604005226991127	0.04969784704902851	0.1904132070844004	4	12
FAM26F	-0.47033879887000296	-2.1955907561823587	0.05025212163646755	0.19198544390154934	4	12
RNASE6	-0.43269793719721017	-2.1970556317747634	0.05030018630220593	0.19198544390154934	4	12
GFI1	-0.1195398674407527	-2.1790403830365546	0.050715833296136395	0.19320317446147198	4	12
JAKMIP1	-0.21193606208883226	-2.1897720868976953	0.05095007867585421	0.19372653488917949	4	12
SNORD70	-0.03573853408108955	-2.132804896884002	0.051189964177035044	0.19426931376483886	4	12
MIR29C	-0.03860710117396278	-2.1862461617753954	0.05130318017406229	0.19433022793205412	4	12
MIR4632	-0.012104705639442059	-2.1828885210985085	0.05160454888327554	0.19442406786142644	4	12
ACER1	-0.04826122030776799	-2.137668483107513	0.05161959001720872	0.19442406786142644	4	12
GPRC5C	-0.153966172049789	-2.161261271288092	0.05144045893267695	0.19442406786142644	4	12
EAF2	-0.3026601663596777	-2.1541627840358917	0.053234036406159035	0.1949964703522309	4	12
CTSW	-0.3819926458734042	-2.168135466606459	0.052930707008786965	0.1949964703522309	4	12
GZMA	-0.41889227581228083	-2.166752191945328	0.05304238753719978	0.1949964703522309	4	12
CXCR6	-0.2534597953186352	-2.1680631514337585	0.052414093905455636	0.1949964703522309	4	12
ADAM28	-0.4695393757152398	-2.1705395470245343	0.05252213895404551	0.1949964703522309	4	12
SNORD50A	-0.08451458213394536	-2.131954306362298	0.05197975270428486	0.1949964703522309	4	12
CST11	-0.012389479741225035	-2.1725323824660148	0.052544732084814555	0.1949964703522309	4	12
KLRC1	-0.1844777141908835	-2.171571044049264	0.05258098032619877	0.1949964703522309	4	12
APOA1	-0.08076125868418071	-2.134502829012068	0.05189624087731105	0.1949964703522309	4	12
ESM1	-0.15426148362282815	-2.1601239280565934	0.053098855052852605	0.1949964703522309	4	12
APOBEC3G	-0.45977767946819853	-2.209515045381567	0.053121462396550786	0.1949964703522309	4	12
MGMT	-0.36433190781869984	-2.4649338644774472	0.052408345506161004	0.1949964703522309	4	12
MIR4748	-0.010457214600564129	-2.1652124551440366	0.05321908224791968	0.1949964703522309	4	12
SGPP2	-0.10564480425849335	-2.1216965574069704	0.05270254595876255	0.1949964703522309	4	12
TUFM	0.5637677382197516	2.704103403526261	0.0523455130079272	0.1949964703522309	4	12
RAB33A	-0.13988392739316896	-2.138700020160856	0.05351324530689679	0.1950585014846036	4	12
TNFRSF18	-0.27919802002954625	-2.161510835005431	0.05354355865752369	0.1950585014846036	4	12
OR13A1	-0.034549954482110026	-2.1223826337135563	0.05351447099337344	0.1950585014846036	4	12
RAB31	-0.54550831903272	-2.1412112915420622	0.054167418842407125	0.1959038656144923	4	12
SNORA59A	-0.09413685421469742	-2.1111502859070885	0.0540290481846499	0.1959038656144923	4	12
SNORA59B	-0.09413685421469742	-2.1111502859070885	0.0540290481846499	0.1959038656144923	4	12
P2RX5	-0.3187258520877174	-2.1102475533959466	0.054104991736979864	0.1959038656144923	4	12
RNU6-28	-0.10848071336088302	-2.663913369309401	0.054286027999321154	0.19597844043076226	4	12
TMOD4	-0.0770739622794151	-2.1097212195655906	0.054620039972598726	0.19682897287422962	4	12
GDF15	1.0354627497448565	2.701568142884435	0.055044086296350686	0.19800031041852764	4	12
CCRL2	-0.2716823382052223	-2.141629274948005	0.05542785241794885	0.1990228094001754	4	12
KRT86	-0.07049011579846293	-2.139646387703873	0.05555428246666446	0.19902837301852397	4	12
SH2D1B	-0.1622273064834799	-2.1389644038480338	0.055628430258677454	0.19902837301852397	4	12
TRAPPC6A	0.3833801034454553	2.732438192140844	0.05596986343805259	0.19953605503762062	4	12
NCF1C	-0.5102561833420001	-2.136059202108065	0.05596672008183512	0.19953605503762062	4	12
CCL2	-0.5629937933095669	-2.128547830353964	0.056136955155598224	0.19977564112312532	4	12
SNORD104	-0.07972595114952324	-2.0772705500168045	0.0568280780795894	0.20131954041413022	4	12
SNORA69	-0.015491894890759708	-2.1286763652093996	0.05670974000972883	0.20131954041413022	4	12
GTSF1L	-0.06291834006285264	-2.073377951494624	0.05710919417360621	0.20131954041413022	4	12
ZFP57	-0.03289519409087996	-2.076841599853689	0.057174749477612974	0.20131954041413022	4	12
SLC25A19	0.25775072718230724	2.2520978490901844	0.05710831166948555	0.20131954041413022	4	12
LY86	-0.48660020227661605	-2.1240445153853122	0.05715786016165705	0.20131954041413022	4	12
PLD4	-0.278596898758692	-2.117728418889767	0.057785075391744975	0.2016931078245898	4	12
NKG7	-0.4586067742398616	-2.1183439741438588	0.05770661775072136	0.2016931078245898	4	12
KLRC4-KLRK1	-0.20770284981497478	-2.1206042125957274	0.05748433210006361	0.2016931078245898	4	12
SNX29P2	-0.23054626275126072	-2.0925597927145674	0.05771819241921997	0.2016931078245898	4	12
PPP1R27	-0.02529067374159986	-2.0760568965838733	0.057565212810872485	0.2016931078245898	4	12
S100A4	-0.5235359629949603	-2.2458278244069616	0.05843160507058805	0.2029364230681519	4	12
SNORD45A	-0.05508763645995659	-2.1303959031027087	0.05854715805516182	0.2029364230681519	4	12
CCL3	-0.3592060079524107	-2.0954067839157955	0.058542734211470916	0.2029364230681519	4	12
SNORA70B	-0.0556203907243582	-2.1044390592107227	0.05852332005313966	0.2029364230681519	4	12
KLK1	-0.11523510585810853	-2.092150837818557	0.058721007651290076	0.20318687768612484	4	12
IGLL5	-0.425592796048447	-2.1029817592371356	0.0590072270172649	0.20382461836706356	4	12
GPR141	-0.12394907488586321	-2.096514034562575	0.05927049942512121	0.204381032500418	4	12
SNORD27	-0.05951013682846281	-2.051417429751109	0.059700750521707695	0.20490492733923185	4	12
MATK	-0.20853721458794083	-2.0986597063264116	0.05972978631938608	0.20490492733923185	4	12
MIR4265	-0.03287456576050496	-2.100551364625624	0.05954345178660574	0.20490492733923185	4	12
GPA33	-0.14386728876802257	-2.0891514642311115	0.0599363218047289	0.20491050189650908	4	12
HCP5	-0.4240540136114371	-2.3105623427202633	0.059893834420144614	0.20491050189650908	4	12
EMR1	-0.21831839802305136	-2.0943646119302377	0.06017437339703273	0.20537328804448032	4	12
CD300A	-0.36462885776233794	-2.0891966570011657	0.060695208618636746	0.2067979850720162	4	12
LOC100506178	-0.20601712801693747	-2.0703125962776605	0.060893811107648695	0.2070954308913516	4	12
SYNE4	-0.09900605307689224	-2.064194675199045	0.06098960439750304	0.2070954308913516	4	12
HIST1H4E	0.23556901691401036	2.4790832645949417	0.061346430293903506	0.20795400099628308	4	12
SNORA21	0.0727511794439278	2.1525851510580263	0.06168810392629817	0.20805431341078642	4	12
TFEB	-0.24406384258774272	-2.032966375298083	0.06164175642020828	0.20805431341078642	4	12
CPA5	-0.12121670681943195	-2.081645042043216	0.061522981040055234	0.20805431341078642	4	12
ZG16B	-0.08919534923212746	-2.05924749360294	0.06302602816371551	0.21137847966278694	4	12
SYNGR3	-0.07820668625713095	-2.0276593851762894	0.0630964761793419	0.21137847966278694	4	12
GNLY	-0.25973841709014805	-2.0676187382101197	0.06300987643220383	0.21137847966278694	4	12
BRICD5	-0.09568193097281928	-2.051048099935609	0.06303350272498537	0.21137847966278694	4	12
LIMS2	-0.6834047638807427	-2.0615030730571746	0.06343939390013506	0.21181767579343927	4	12
IFNG	-0.2685550773136911	-2.063676530432425	0.06342505571212644	0.21181767579343927	4	12
EBI3	-0.22417509105018368	-2.05924548764283	0.06360739148488423	0.21202463828294743	4	12
EOMES	-0.21099184447007255	-2.051818331301177	0.0637237355893047	0.2120590202639092	4	12
GZMB	-0.28355159419405446	-2.0545214502665665	0.06443234410609062	0.21234239107735045	4	12
CD8A	-0.41201189304970753	-2.0541807135537353	0.06444591569197586	0.21234239107735045	4	12
RNU4ATAC	-0.11717241556946059	-2.0106720935321336	0.06420672482817842	0.21234239107735045	4	12
SLC9A9-AS1	-0.03959217995177638	-2.0084403290394417	0.06435593065769758	0.21234239107735045	4	12
INSL5	-0.019183012464460938	-2.0122539763611775	0.06430966334213233	0.21234239107735045	4	12
CD1B	-0.10302108713350835	-2.0553165938363227	0.06438313740369371	0.21234239107735045	4	12
SIGLEC5	-0.19132832372131442	-2.050265393523273	0.06473720202087631	0.21295132243709314	4	12
GPR97	-0.23738911143927743	-2.0507935519035847	0.06487849816886022	0.21306567543139648	4	12
CCL3L3	-0.2794597252646087	-2.0449749814855855	0.06545691854206176	0.21461284767889102	4	12
CARD17	-0.15076744645020235	-2.041332741174634	0.06584049912911698	0.2151650298337156	4	12
IGLL3P	-0.3139325516650709	-2.0411811347788857	0.06574587738974377	0.2151650298337156	4	12
OR4M1	-0.012220223825121536	-2.0412732765029262	0.06595938719048426	0.21520191579277084	4	12
TTC16	-0.13901227320827547	-2.036538159854896	0.06637184944863057	0.21572214025862424	4	12
LINC00852	-0.07802676955513119	-2.0290763519598043	0.0663410960842287	0.21572214025862424	4	12
SNORD8	-0.10261827181152369	-2.024495431586293	0.06687386348017352	0.21572214025862424	4	12
LOC100128420	-0.2134334953618334	-2.0330071692030005	0.06686668858274371	0.21572214025862424	4	12
MUCL1	-0.017156444931931712	-2.0357569825320367	0.06658839897223273	0.21572214025862424	4	12
CD8B	-0.34290780442404756	-2.0340959954480073	0.06672470670440443	0.21572214025862424	4	12
FHL1	-0.5180138964845649	-2.019722093261224	0.06682089150446785	0.21572214025862424	4	12
CDA	-0.289769051146178	-2.030205632531742	0.06710573233162097	0.2160650677997871	4	12
MIR548A3	-0.03620909593540779	-1.9954023948286495	0.06719623608573379	0.2160650677997871	4	12
PDGFB	-0.439828897710204	-2.0282455750201227	0.06730923531326254	0.21608101224161327	4	12
OSM	-0.20423669845878228	-2.0253099551242486	0.0677181705048882	0.2166981456156422	4	12
GYLTL1B	-0.09882358648510052	-2.014518901015459	0.0676543675667957	0.2166981456156422	4	12
FASLG	-0.22461573092247444	-2.023858089590921	0.0679589956531661	0.21712139186315046	4	12
HIST1H3G	-0.10582199816977378	-1.97545669693684	0.0685524257826464	0.21835189772210586	4	12
POPDC2	-0.1278575682898112	-1.9741415789760481	0.06856249588474124	0.21835189772210586	4	12
SNORD90	-0.026119663048237117	-2.016195456230008	0.06886457377666813	0.2189652584313772	4	12
SIGLEC6	-0.08004805554785509	-2.0042691801018777	0.06982117099527943	0.22130323611815983	4	12
CMA1	-0.011509665352092725	-2.008600724294299	0.06976776357925185	0.22130323611815983	4	12
GPX3	-0.5677198211152417	-1.9679936656711372	0.07006445737133797	0.22172296636499358	4	12
FCRL6	-0.19690118553853192	-2.0000044369112056	0.07038541488012451	0.2223867768724313	4	12
ST6GALNAC6	-0.24484312004183886	-2.0783852322603242	0.07054698769733103	0.22254570251523983	4	12
QPCT	1.236083009673061	2.643203306225552	0.07077913638233721	0.22289999037807356	4	12
IGFLR1	-0.30390521595090303	-1.9572062744471181	0.07088219694022739	0.22289999037807356	4	12
MIR622	-0.06391740506316702	-1.982651422730599	0.07184186534540574	0.224264023772689	4	12
BTK	-0.3792082698194307	-1.9932065296167765	0.07158075120400884	0.224264023772689	4	12
IFNA2	-0.00889036243795914	-1.9888450157765298	0.0721692885109631	0.224264023772689	4	12
C17orf59	-0.1526207039528556	-1.9548115246222644	0.0723185183983755	0.224264023772689	4	12
MIR7-1	-0.02212287974295317	-1.9439517451829604	0.07232514766669221	0.224264023772689	4	12
FMOD	-0.7589464921699284	-1.9922304386255856	0.07174129088883803	0.224264023772689	4	12
SNORA12	-0.14629957767660992	-1.9845720289002542	0.07224708898119651	0.224264023772689	4	12
XCL2	-0.19498187801797057	-1.98246381735033	0.07206696843048577	0.224264023772689	4	12
FAM24B-CUZD1	-0.04212966508416366	-1.9886414774507208	0.07219442760547172	0.224264023772689	4	12
C12orf74	-0.11818944303540926	-1.9832862233769077	0.07265586282810652	0.22459308447637252	4	12
CCR9	-0.07146198106161437	-1.9646337197412562	0.07254399698324636	0.22459308447637252	4	12
TNFRSF13B	-0.24778010204372064	-1.9744804409048375	0.07282932843168143	0.22478187787555995	4	12
SERTAD1	0.24618311117724903	1.944448313430313	0.07339758400239668	0.22618669954513615	4	12
TLR9	-0.18252896039639951	-1.9678384737492391	0.07413522630695796	0.22798041477370573	4	12
KIR2DL3	-0.104649698397207	-1.9625583278630776	0.07420762500884122	0.22798041477370573	4	12
DCT	1.7846641449966285	2.6840034257729193	0.07443612170621165	0.22833166167549585	4	12
KLRC2	-0.3183538393384659	-1.9673213847979156	0.07484548421809145	0.22888527283820015	4	12
MIR4712	-0.08419783379211324	-1.9371503862435202	0.07473700185116268	0.22888527283820015	4	12
DMRTC1	-0.0391368606353327	-1.9216020189392549	0.07639433758775525	0.22936507553333166	4	12
SCARNA3	-0.02866912204552665	-1.9188036625207991	0.07568372490579658	0.22936507553333166	4	12
CYBB	-0.49425789309155743	-1.9569263327533823	0.07620829326024896	0.22936507553333166	4	12
DMRTC1B	-0.0391368606353327	-1.9216020189392549	0.07639433758775525	0.22936507553333166	4	12
ACAT2	0.32904273191728023	2.3830877204367598	0.0761724492272191	0.22936507553333166	4	12
SNORA63	-0.12513127542307215	-2.234991983624969	0.07626982625757453	0.22936507553333166	4	12
C11orf75	-0.2942366907932171	-1.9291525891557144	0.07586599014707714	0.22936507553333166	4	12
CCL13	-0.044715666671311	-1.96150736034154	0.07561978016721843	0.22936507553333166	4	12
LOC100287534	-0.04535424155049183	-1.9555041018195063	0.07639776589196147	0.22936507553333166	4	12
MIR142	-0.06317712541731892	-1.9547712032468165	0.07649325269036611	0.22936507553333166	4	12
LAG3	-0.26443989645930654	-1.9622879698773776	0.07534053657347066	0.22936507553333166	4	12
GCNT4	-0.07279740510842192	-1.9268461871387	0.07556537120217155	0.22936507553333166	4	12
ID2	-0.4035699028670148	-2.0391341510947414	0.0762400937487438	0.22936507553333166	4	12
PPP1R14A	-0.2840374570914965	-1.9513028463767832	0.07672022749810019	0.22970127993443168	4	12
LINC00612	-0.17189201150284472	-1.9364363275360708	0.0768968625296863	0.22988598663583348	4	12
LPAR2	-0.15577145617290739	-1.950877156828554	0.07716886038432026	0.2303548071173739	4	12
ITGAM	-0.3424629552407684	-1.9468030065325554	0.07732780430018607	0.23048525871888545	4	12
TMEM176B	-0.5834006312755329	-1.9376156680705496	0.07752111201203891	0.23071759527392532	4	12
GPM6A	-0.22555448072194856	-1.9438612450227593	0.07788044496282692	0.23144262990438905	4	12
DHRS3	-0.5514090271647216	-1.9772304037789277	0.07850171260846472	0.23225358759900805	4	12
STAP1	-0.38005886543432277	-1.9409115976214915	0.07830210205375839	0.23225358759900805	4	12
CD1C	-0.24626327679277896	-1.9401254633032312	0.07839267834327278	0.23225358759900805	4	12
NAPSB	-0.433380937645955	-1.9360848027562219	0.07892874736636296	0.23317207493755673	4	12
IL7	-0.4171027486064565	-1.9219515487981615	0.07921915023472162	0.23368480895198115	4	12
MIR1204	-0.02054721717944521	-1.9332796795919551	0.07934303907728034	0.23370556429243103	4	12
TNFRSF17	-0.10513967809513136	-1.9294995037283702	0.07962666954752266	0.23386204460164975	4	12
SLC2A5	-0.2845290606570504	-1.9303843124475344	0.07963002618686174	0.23386204460164975	4	12
TYRP1	1.2758196766778873	2.5995529813352576	0.08010089179131911	0.23489997592762202	4	12
LHFPL3-AS1	1.9322923278880786	2.5890894605023105	0.08105074499134629	0.23643228408114644	4	12
MPEG1	-0.42731987092986573	-1.9204248210438088	0.08104228977972151	0.23643228408114644	4	12
IGLL1	-0.2777291891651228	-1.9189001970658883	0.08109627343983324	0.23643228408114644	4	12
CD180	-0.28732498267770784	-1.920470263637354	0.08104878524478538	0.23643228408114644	4	12
KIR3DL2	-0.1051381549684325	-1.9164505235961216	0.08128645504988809	0.2366417905382477	4	12
BLNK	-0.3997475031082787	-1.9088826926648437	0.08267913418341467	0.23930284857717707	4	12
CD1E	-0.16739521918831543	-1.9077988184551995	0.08236364389260523	0.23930284857717707	4	12
LTC4S	-0.3757324879760573	-1.908656591983759	0.08261684949087422	0.23930284857717707	4	12
CLCF1	-0.11989255894367638	-1.9018363500592232	0.08267594154111613	0.23930284857717707	4	12
CX3CR1	-0.1980156744152268	-1.8905100626803075	0.08307993577538722	0.2394234460385799	4	12
MYO7B	-0.20338834680605142	-1.906141170951495	0.08302645014863874	0.2394234460385799	4	12
MCF2L-AS1	-0.08098126697732633	-1.8849846943888002	0.08293187765702906	0.2394234460385799	4	12
P2RX1	-0.1809133754011374	-1.9044555526002758	0.08322500261006822	0.23949641038868555	4	12
LINC00593	-0.05613850205209337	-1.8995018864915543	0.08391228439146461	0.24089153699078122	4	12
TESC	-0.6333271211771294	-1.8988766693131416	0.08395070064128725	0.24089153699078122	4	12
ZNF571	-0.06711121963807168	-1.912994813347102	0.08435897624916028	0.24102564642617225	4	12
MIR24-2	-0.006578751901207405	-1.897731358533202	0.08427334055095315	0.24102564642617225	4	12
HLA-DOB	-0.3937707434802863	-1.898003778332261	0.0841650161475183	0.24102564642617225	4	12
TNFRSF8	-0.13455154688335472	-1.8616285168938462	0.08535721614193083	0.24159834874778105	4	12
AQP1	-1.2325314004533707	-1.890843446902799	0.08522784921608931	0.24159834874778105	4	12
MIR320B2	-0.011026756881519491	-1.893829917740888	0.08483132442351368	0.24159834874778105	4	12
TMEM155	-0.13925651359076616	-1.8896695048299381	0.08520078590697225	0.24159834874778105	4	12
SNORD67	-0.007560239455566251	-1.8898432194563235	0.0854050162823406	0.24159834874778105	4	12
MIR374C	-0.016878485889860493	-1.8580868785215394	0.08534588241526436	0.24159834874778105	4	12
BTNL3	-0.06487583584397048	-1.8676211207269364	0.08497284035254593	0.24159834874778105	4	12
MIR568	-0.08962776035687182	-1.9273654950275512	0.08575592324355358	0.2419515055671178	4	12
CD22	-0.4585409062083653	-1.885001862066778	0.08577180872354326	0.2419515055671178	4	12
KRT72	-0.046415507099453315	-1.8813967968909526	0.0860629489757216	0.24243084218513128	4	12
SNORD56B	-0.02126321912425705	-1.8736421465849993	0.08777330610771475	0.24690100170946486	4	12
SNORA29	-0.07378136283835116	-1.8428918156488892	0.0880624265508137	0.24736636671576884	4	12
LOC256021	-0.10203962970789929	-1.8326713332421127	0.08842325007979489	0.2476841738929829	4	12
KLHL14	-0.17070347546839557	-1.8618735584702042	0.08840203535724951	0.2476841738929829	4	12
TNNT3	-0.17410206796907735	-1.8679286149207637	0.0886228116546636	0.24789597665640167	4	12
SNORD42A	-0.13115179898077872	-1.8701223921270198	0.08893300367268507	0.24841621137621528	4	12
IFNA21	-0.006130933780808718	-1.8625177000594144	0.0894342757378499	0.2494679936899579	4	12
GJA4	-0.4624447101820806	-1.8587794589384006	0.08998660176075064	0.25065905782938896	4	12
DNAJC5B	-0.07097819699856943	-1.8520775008976258	0.09069343318300961	0.2519262032861378	4	12
KIR2DS4	-0.08074998238141678	-1.8328410754034306	0.0906018586774156	0.2519262032861378	4	12
OR5AN1	-0.027409904537508807	-1.818668606331787	0.09114869766802321	0.25283966066025854	4	12
SNCG	-0.7284121945006837	-1.850036635049904	0.09132023257863796	0.2529646331818226	4	12
GRAP2	-0.2053624951707463	-1.8123367417786518	0.09148130730701799	0.2530289980387612	4	12
SEC61G	0.35049777772214635	1.834835964049652	0.09159649729003157	0.2530289980387612	4	12
RASGEF1B	-0.19338820925675454	-1.8095995548513795	0.09189964014884947	0.25306308495932495	4	12
ALDOC	0.25956305768339544	1.9641089551239685	0.0919433240357684	0.25306308495932495	4	12
MEOX1	-0.4618228523888579	-1.8457262938240147	0.0919884313827146	0.25306308495932495	4	12
HOPX	-0.20788089441106508	-1.820165104283724	0.09242948484159537	0.25392715615822903	4	12
MIR454	-0.018767317747569755	-1.8415284786331942	0.09264686329763082	0.25417520794960446	4	12
RASSF7	-0.1606938958682996	-2.0380312166250163	0.09290870112097831	0.2545443866328173	4	12
MIR4800	-0.007005560981461319	-1.835360356179024	0.09361083086845823	0.25472334930192714	4	12
MIR492	-0.007005172025354632	-1.8353603561790381	0.09361083086845598	0.25472334930192714	4	12
GZMH	-0.2730327266382435	-1.8363354000935663	0.09342653484776045	0.25472334930192714	4	12
GNG11	-0.823206657959265	-1.8068600072918923	0.09314746616612628	0.25472334930192714	4	12
CRIP3	-0.12828929735244676	-1.8346303953799814	0.09349012224474801	0.25472334930192714	4	12
HIST1H3H	0.1779051956867353	2.190763856417697	0.09449568175364338	0.25643332904652205	4	12
LOC284009	-0.04135275864372587	-1.8456126409775178	0.09442880932093936	0.25643332904652205	4	12
LINC00158	-0.08627103255105056	-1.799785429540047	0.09482322692524062	0.2569735147025491	4	12
TRIM69	-0.10724250856658146	-1.809360951737992	0.095481853288634	0.2583094284647376	4	12
SNORD124	-0.010177837321506164	-1.8221664043377708	0.09570364324618527	0.2583094284647376	4	12
REG1B	-0.014867059210240313	-1.8224960328433444	0.09565084204235182	0.2583094284647376	4	12
KIR2DL4	-0.1433559799568654	-1.8173866964502006	0.0962588356324578	0.2594577779850614	4	12
TMEM30C	-0.009928300115080873	-1.8153468704534454	0.0968020030354473	0.25952279634168174	4	12
MIR146A	0.03246113737594667	2.200776972710988	0.09668404213530205	0.25952279634168174	4	12
NRP1	-0.6897285268996256	-1.8106758607812847	0.09677954368404672	0.25952279634168174	4	12
IL3RA	-0.6462818740862282	-1.8164570020686437	0.09655682425449895	0.25952279634168174	4	12
LINC00494	-0.12393967262707484	-1.806820992294364	0.09797228962365773	0.2623086736911853	4	12
VAMP5	-0.5215403083098435	-1.9622712006046572	0.09816233953436528	0.2624661484876077	4	12
VWA5A	-0.2545320840484666	-1.919258706814889	0.0984618329171305	0.26291544170128306	4	12
CER1	-0.017567997732146557	-1.7669858603649258	0.09901477654292515	0.2640394041144671	4	12
CXCL12	-0.7108457617059833	-1.7984995210978607	0.09953101007466399	0.2650626100523675	4	12
MIR548D2	-0.022148480223848882	-1.796680616170094	0.09986737378771564	0.26560471752052034	4	12
CD79A	-0.46077176706459266	-1.7940491751019565	0.1002767843015237	0.265986165256031	4	12
NUDT10	-0.17071308361067908	-1.7942113372140596	0.10014838305262855	0.265986165256031	4	12
PTGDR	-0.216276152343223	-1.790853257590338	0.10074088442652869	0.2668632700040495	4	12
PSMB10	-0.2957095405879966	-1.8456519212773739	0.10139148397892231	0.2678901524761256	4	12
SCARNA21	-0.11452540714050469	-1.7796145130109857	0.10139642271221354	0.2678901524761256	4	12
FLJ34208	-0.16510768733838183	-1.7774411752481545	0.1017933319800566	0.2685839893932892	4	12
PTGIR	-0.27978027090359725	-1.7828952454203015	0.10218755001434031	0.26862631344139093	4	12
GGTA1P	-0.42842112275494265	-1.7816684278928276	0.10221231226444925	0.26862631344139093	4	12
OR52E2	-0.04040481781734516	-1.7508972008604506	0.1020609284188994	0.26862631344139093	4	12
KCNMB1	-0.22563426957836358	-1.779188454256045	0.10281746837065202	0.26950843609607344	4	12
OR8K1	-0.021159283822295004	-1.7473404617964696	0.1027543812754897	0.26950843609607344	4	12
BCL11A	-0.42543827491295905	-1.7770196484810368	0.10306202949768004	0.2697958887373823	4	12
ELK2AP	-0.2573870439054572	-1.7646987283474684	0.10369476604280552	0.27109742756289024	4	12
ST14	-0.14258170750780808	-1.770486470252319	0.10416550890024105	0.27197260809462415	4	12
NCR1	-0.12190183934551913	-1.7673464117521018	0.10482532848222686	0.27333853580763195	4	12
TMEM37	-0.2913384221586444	-1.762271961306536	0.10560974646629674	0.27502538142264776	4	12
MIR4435-2	-0.01837383115963552	-1.7614259322792023	0.10589840510966854	0.27541847882878684	4	12
MIR1537	-0.009579243695558605	-1.7589883211892565	0.10632734658769984	0.27617492620181777	4	12
LINC00441	-0.061745845332578014	-1.7498130828284981	0.10687075599620795	0.27686724351349207	4	12
MIR4480	-0.019132708404134974	-1.7559320750049134	0.10686736508303835	0.27686724351349207	4	12
HTR3A	-0.0874342668056821	-1.749932752843544	0.10755571893504041	0.27756314563881396	4	12
CCL3L1	-0.12189901155354946	-1.7518106187220466	0.10749994025561985	0.27756314563881396	4	12
SFRP1	-0.7535389239693084	-1.7504019664171055	0.1074797857084993	0.27756314563881396	4	12
UNQ6494	-0.05308273697466555	-1.7370992104264165	0.10780906647627383	0.27766955062850684	4	12
SNORA41	-0.044826772210824026	-1.7224042900824907	0.10787462041917492	0.27766955062850684	4	12
BANK1	-0.4721195834817844	-1.749188439416873	0.10805505751063477	0.2777764974566446	4	12
ALPL	-0.4805732332765676	-1.7469050271671676	0.10830980099908087	0.2780739435149701	4	12
NEIL1	-0.2886476674460665	-1.7130147099926945	0.10892506784040362	0.2785807361647151	4	12
CNR2	-0.31097798123404696	-1.7451020614487538	0.10879356517803905	0.2785807361647151	4	12
